,URL
191,https://www.thestar.com//opinion/editorialopinion/2013/01/02/the_mean_test_have_we_stopped_caring_about_canadas_most_vulnerable.html
192,https://www.thestar.com//news/gta/2017/06/09/indigenous-activists-call-queens-park-ceremonies-a-birthright.html
193,https://www.thestar.com//entertainment/visualarts/2013/10/12/ghost_dance_at_ryerson_image_centre_outrage_for_the_past_hope_for_the_futureghost_dance_haunted_by_the_past_looking_to_the_future.html
194,https://www.thestar.com//news/gta/2013/01/15/idle_no_more_plan_hwy_420_blockade_in_niagara_falls.html
195,https://www.thestar.com//news/world/2015/11/11/sculpture-seized-before-nigerian-anti-oil-activists-execution-anniversary.html
196,https://www.thestar.com//entertainment/stage/2015/07/12/buffy-sainte-marie-inspires-indigenous-artists.html
197,https://www.thestar.com//news/canada/2013/01/31/conservatives_sidestep_criticism_about_mocking_of_chief_theresa_spence.html
198,https://www.thestar.com//news/federal-election/2015/10/25/voter-turnout-up-by-270-per-cent-in-some-aboriginal-communities.html
199,https://www.thestar.com//news/canada/2013/01/30/conservative_mp_and_senator_belittle_chief_theresa_spence_idle_no_more_movement.html
200,https://www.thestar.com//opinion/editorialopinion/2013/01/26/idle_no_more_movement_brings_canadian_history_into_focus.html
201,https://www.thestar.com//news/canada/2013/01/11/social_media_helps_drive_idle_no_more_movement.html
202,https://www.thestar.com//entertainment/books/2017/02/05/charmingly-chaotic-tale-first-in-eden-robinson-trilogy.html
203,https://www.thestar.com//news/canada/2012/12/25/attawapiskat_chief_theresa_spences_hunger_strike_concerns_aboriginal_affairs_minister.html
204,https://www.thestar.com//news/canada/2012/12/25/chief_theresa_spences_hunger_strike_has_full_backing_of_attawapiskat_residents.html
205,https://www.thestar.com//opinion/editorials/2013/01/11/after_a_show_of_respect_ottawa_must_act_on_first_nation_grievances_editorial.html
206,https://www.thestar.com//opinion/editorialopinion/2013/01/08/mallick_finally_native_canadians_defend_themselves_at_every_level.html
207,https://www.thestar.com//news/canada/2014/03/27/judge_should_have_declared_ties_to_cn_rail_in_native_protest_cases_lawyer_argues.html
208,https://www.thestar.com//news/canada/2012/12/31/sarnia_rail_blockade_will_end_when_prime_minister_stephen_harper_meets_theresa_spence_protesters_say.html
209,https://www.thestar.com//opinion/editorialopinion/2013/01/15/ontario_liberal_leadership_candidate_kathleen_wynne_i_want_to_be_the_social_justice_premier.html
210,https://www.thestar.com//opinion/letters_to_the_editors/2013/01/19/idle_no_more_makes_its_mark.html
211,https://www.thestar.com//news/canada/2013/07/26/biggest_diamond_ever_found_and_processed_in_canada_unearthed_near_attawapiskat.html
212,https://www.thestar.com//news/canada/2013/01/07/ontario_judge_blasts_opp_for_not_trying_to_stop_idle_no_more_rail_blockade_near_kingston.html
213,https://www.thestar.com//sports/doug_smiths_sports_blog/2013/02/a_telling_performance_with_so_much_on_the_line.html
214,https://www.thestar.com//news/canada/2013/01/18/idle_no_more_spence_urged_by_fellow_chiefs_to_abandon_her_fast.html
215,https://www.thestar.com//news/canada/2012/12/20/idle_no_more_movement_sets_social_media_ablaze.html
216,https://www.thestar.com//news/canada/2015/10/23/behind-the-scenes-on-the-push-to-rock-the-indigenous-vote.html
217,https://www.thestar.com//news/canada/2013/01/24/attawapiskat_chief_theresa_spence_in_hospital_on_iv_following_decision_to_end_protest.html
218,https://www.thestar.com//news/canada/2013/07/25/native_activist_ron_plain_fined_16000_over_cn_blockade.html
219,https://www.thestar.com//news/canada/2013/07/17/justin_trudeau_accuses_tories_for_rift_among_aboriginal_groups.html
220,https://www.thestar.com//news/canada/2013/01/11/theresa_spence_chief_will_continue_to_forgo_solid_food_spokesman_says.html
221,https://www.thestar.com//news/canada/2013/04/28/only_certain_types_of_tragedies_spark_swift_political_action_tim_harper.html
222,https://www.thestar.com//news/insight/2013/03/01/unequal_justice_aboriginal_and_black_inmates_disproportionately_fill_ontario_jails.html
223,https://www.thestar.com//news/canada/2013/01/03/idle_no_more_protests_chief_theresa_spence_rejects_atleos_meeting_proposal_sets_72hour_deadline.html
224,https://www.thestar.com//opinion/editorialopinion/2013/01/14/canadas_energy_juggernaut_his_a_native_roadblock.html
225,https://www.thestar.com//news/canada/2015/04/10/4-things-aboriginal-leader-is-asking-of-the-rest-of-canada.html
226,https://www.thestar.com//news/insight/2013/01/11/delacourt_in_court_of_public_opinion_emotion_often_triumphs.html
